"ad_url","ad_city","ad_neighborhood","ad_type","ad_description","ad_hash","ad_price","ad_currency","ad_kvm","ad_price_per_kvm","ad_street","updated_ts","locations"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167881231768335,град София,Център,"3-СТАЕН","Тристайният апартамент е самостоятелен на етажа и може да се третира като етаж от къща на три етажа, с ремонтиран покрив и поставена изолация. Състои се от хол, самостоятелна кухня, две спални, BWC, две малки тераси, под - дюшеме, обзаведен. Имотът се намира под тавани, отдаван е с платфорама Airbnb, има и мазе. Намира се в сърцето на столицата между НДК и  бул. 'Витоша'. Сградата е санирана, конструкция - пруски свод, масивна метална входна врата към двора. Невероятна локация, прекрасна квадратура. Обади се сега и цитирай този код 576129",ec61ff81db491d9aaf67c4b5551314fe774abf7859072d0bfab3d83bb4849577,260000,EUR,90,2888.89,Център,2023-11-12 20:11:17.000,"бул. ' Витоша ', НДК"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169328665099828,град София,Център,"3-СТАЕН","Предлагаме Ви тристаен апартамент в центъра на София на ул.Лайош Кошут, в близост до бул. Христо Ботев. Имотът е удобен както за жилищен, така и за кантора и  представителство. Разполага със самостоятелен вход.Състои се от вестибюл, три стаи, килер и санитарни помещения върху 106,08кв.м. по документ за собственост. Прилежащо мазе от 18кв.м. Изложението е югоизток, северозапад.Имотът е за ремонт.Разполагаме с ключ. Перфектни документи за сделка.За контакти позвънете на телефон 0878/ 770 246 - Александрова","188a299a0f1fa71623070c91935cd632d24c0ebb22b86b3563af556e437753b9",268000,EUR,106,2528.30,ул. Лайош Кошут,2023-11-12 20:11:27.000,"бул. Христо Ботев, ул. Лайош Кошут"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169944451765656,град София,Център,"2-СТАЕН","Апартаментът се състои от:дневна с кухненски бокс, спалня, баня със санитарен възел, склад и антре;Тераса;Южно изложение; Широк център; Нова сграда пред акт 15;  Отлична инвестиция! Обади се сега и цитирай този код 572222","7bd7e91f9514b850b527f0312b23cc7423c4cdee410a7f02a35d8f4aa5c5471f",130200,EUR,62,2100.00,Център,2023-11-12 20:07:58.000,""
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169514023613567,град София,Център,"3-СТАЕН","АКТИВ БГ Дом и Бизнес представя изключително модерен, дизайнески апартамент в ТОП Център, до бул.Витоша, НДК- ТОП ЛОКАЦИЯ за инвестиция и жевеене. Апартаментът е с модерни решения, изключително раздвижен в усвояване на пространството. Дневна с кухненска част, офис зона, спалня, баня с тоалетна, тераса. Отопление ТЕЦ. Реален наем на месец 750 евро, при краткосрочно наемане- 1800 евро. За повече информация и огледи: Симеонова, 0888304043  Агенцията работи с комисионна в размер на 3% без ДДС.","6a882947e1b49f530f79bc94f455ecad91345e99daded46b9dbede2ce3534e61",309500,EUR,90,3438.89,Център,2023-11-12 20:11:48.000,"бул. Витоша, НДК"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168908197141971,град София,Център,"3-СТАЕН","Тристаен апартамент със застроена площ от 73.91 кв.м и обща площ от 97.59 кв.м.Състои се от: входно преддверие, дневна с кухненски бокс и трапезария, спалня с гардеробно помещение, баня с тоалетна и тераса.Изложение: Изток. Жилищната сграда е разположена в широкия Център на града. Локацията предлага, близост до  метростанция и всички удобства ползващи се в кв. Център. Новострояща се осеметажна тухлена сграда. Състои се от едно подземно ниво, отредено за паркинг с паркоместа, гаражи и мазета, партерно ниво с гаражи и седем жилищни етажа. Качествено изпълнена с най-висок клас материали, функционални разпределения на жилищата. Имоти подходящи за инвестиция и живеене. * Широк Център* До метростанция* Функционални разпределение* Качествено строителство* Атрактивна схема на заплащане Обади се сега и цитирай този код 584938","7e030993c3749d4accf206240e2b01c3aec75c2854aefdb06dd3b7ade89dc3fd",185421,EUR,98,1892.05,Център,2023-11-12 20:11:58.000,"*, метростанция"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169649395024436,град София,Център,"2-СТАЕН","За повече информация обадете ни се на тел: 0882 817 464 или 02 425 68 26 и цитирайте референтния номер на имота: Sfa 83045. Отговорен брокер: Иван Каменов  Предлагаме на вашето внимание апартамент с обзавеждане и отлична локация на ул.  Солунска  в идеалния център. Чудесното местоположение на имота осигурява всичко необходимо за едно комфортно ежедневие само на крачки разстояние. На пешеходен достъп се стига до емблематични улици като бул.  Витоша , две метростанции, ул.  Граф Игнатиев , бул.  Христо Ботев , ул.  Алабин . Популярните места като пл.  Славейков , НДК, Народен театър  Иван Вазов  се намират само на метри. Основните пътни връзки, които са в удобна близост - бул.  Патриарх Евтимий , бул. Ген. Скобелев , бул.  Прага  комуникират чудесно както със стратегически точки от града, така и с периферията му.  Агенцията разполага с ключ за огледи по всяко време. Апартаментът се намира на втори етаж и е със застроена площ от 84.26 квадратни метра. Състои се от:  антре  вестибюл  спалня  дневна-хол  кухня  баня и тоалетна  балкон Жилището е в отлично състояние с PVC дограма, качествени подови настилки. Отоплението е решено на ТЕЦ и климатик. Продава се частично обзаведено.  Отлична локация в сърцето на града, предоставя комуникативност и чудесни условия за едно съвременно ежедневие Жилищната атмосфера е спокойна и уютна, в съчетание с малките централни улички и лесния достъп до поддържани градски градинки и места за отдих и разходки.  Оглед на имотаМожем да организираме оглед на имота в удобно за вас време. За целта, свържете се с отговорния за офертата брокер и му кажете кога бихте искали да направите оглед. Резервация на имотаИмотът може да бъде резервиран и свален от продажба със заплащане на депозит, след което се прекратява провеждането на огледи с други купувачи и започва подготовка на документите за сключване на предварителен и окончателен договор. Свържете се с отговорния брокер за този имот за подробна информация относно процедурата на покупка и начините за плащане. Допълнителни услуги и следпродажбено обслужванеНие сме реномирана компания и ще бъдем с вас не само по време на покупката, но и след това, осигурявайки ви допълнителни услуги по ваше изискване с цел пълноценно и безпроблемно ползване на новозакупения имот. Услугите, които можем да предложим, включват застраховка на движимо и недвижимо имущество, застраховка живот, медицинско и автомобилно застраховане, строителни и ремонтни дейности, ... Виж по-малко... Виж повече","4147927a6dc0c7157551f312940f13aa0000802448dec4e47b46dc1b1a67a2bc",290000,EUR,85,3411.76,Център,2023-11-12 20:09:03.000,"ул. Алабин, Народен театър Иван Вазов, бул. Прага, НДК, бул. Патриарх Евтимий, ул. Граф Игнатиев, бул. Витоша, ул. Солунска, бул. Ген. Скобелев, пл. Славейков, бул. Христо Ботев, метростанции"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169840525332911,град София,Център,"3-СТАЕН","Ел-Ем предлага просторен и светъл тристаен апартамент със застроена площ от 125 кв. м. (без общи части), на ул. Отец Паисий и на пешеходно разстояние от метростанция Опълченска. Сградата е с разрешение за ползване от 2002 година, има асансьор и е с добре поддържани общи части. Апартаментът се намира на трети етаж над гаражи с изложение югоизток-северозапад, отоплява се на ТЕЦ и има възможност за преустройство в 4-стаен. Разпределението е както следва: просторна дневна, кухня с трапезария, две спални, широко антре, баня с тоалетна, втора тоалетна, килер, дрешник и две тераси. Има възможност за закупуване на гараж във вътрешен двор със застроена площ от около 20 кв.м.На пешеходно разстояние от апартамента, освен Метростанция Опълченска се намират и множество други спирки на градския транспорт, магазини, училища, детска градина, поликлиника, парк и други удобства.При интерес и за огледи, моля обадете се на посочените телефони: Васил Методиев 0888252810","82ee32cff74fc827ec1d01a5ef03d198e8c63787860264328cc0c96a167881e2",260000,EUR,140,1857.14,ул. Отец Паисий,2023-11-12 20:11:02.000,"метростанция Опълченска, Метростанция Опълченска, ул. Отец Паисий"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168864841332359,град София,Център,"2-СТАЕН","Двустаен апартамент със застроена площ от 71 кв.м. Състои се от: антре, дневна с кухненски бокс, спалня; баня с тоалетна и тераса. Гъвкави схеми на плащане.  В близост до метростанция . Проектирана е с функционални двустайни и тристайни апартаменти.Изложение на жилищата: запад /изток. Хидравличен пътнически асансьор KONE. Двуцветна трикамерна ПВЦ дограма с троен стъклопакет/ Четири сезона  и к-емисионно стъкло/. Отопление и топла вода на ТЕЦ с монтирани разводки за климатици в дневните. Охранителна система с видеонаблюдение, осветление с датчици за движение, видеодомофонна система и контрол на достъп.Жилищата се предават на фина мазилка и замазка с монтирана блиндирана входна врата. Ел. инсталация-монтирани ключове, контакти, фасонки, индивидуално апартаментно ел. табло със съответните токови кръгове и автоматични предпазители на 'LEGRAND . Водопроводна инсталация - хоризонтална и вертикална до тапа и монтирани индивидуални водомери с дистанционно отчитане. Вътрешна канализация - хоризонтална и вертикална до тапа. Топлопроводна инсталация- хоризонтална и вертикална с монтирани радиатори и термоглави. Инсталация за кабелна телевизия, интернет и телефон. Етап на строителство: В строеж ! Разрешени за ползване -Декември 2024г. Доказан инвеститор с много качествени сгради в гр.София. Разположението е безупречно в един от най-атрактивните райони за живеене в столицата. Близо до паркове в София, свежест, растителност и комуникативност. За да има баланс и за хората, които обичат динамичното ежедневие, сградата се недалеч от столичен търговски център Mall Sofia. Въпреки комуникативната си локация, ние сме наблегнали на зеленината около сградата, защото какво по-хубаво от това вкъщи да е в непосредствена близост до красивите раззеленени дървета през пролетта, носещи прохлада през лятото, красота през есента и бял уют през зимата. Обади се сега и цитирай този код 582798 Виж по-малко... Виж повече",f27f7fca03e6b13c2938f17c3b17ab95f2c3185c068d56d0ecef634084850194,160600,EUR,71,2261.97,Център,2023-11-12 20:07:32.000,Mall Sofia.
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169892778551220,град София,Център,"2-СТАЕН","435224 Продавам 2-стаен завършен апартамент в нова тухлена сграда от 2019 г. до бул. Васил Левски. Намира се на метри от Софийска математическа гимназия и недалеч от бул. Княз Александър Дондуков.Състои се от хол с преход към трапезария и кухненски бокс, спалня и баня с тоалетна. Тъй като е ползван за офис, стената между спалнята и хола е премахната и на прехода между хола и кухнята е изградена стена. Предлага се във вида показан на снимките.Към имота има и мазе 1,7 кв. м и идеални части от земята.Могат да бъдат наети надземни или подземни паркоместа в сградата.Имотът има жилищен статут; Сградата има асансьор; Продава се без обзавеждане; ЕТАП НА СТРОИТЕЛСТВО: разрешение за ползване (Акт 16); ОТОПЛЕНИЕ: ТЕЦ; Има 1 балкон/тераса; С довършителни дейности; Непреходен; ВИД СТРОИТЕЛСТВО: тухла; ЗАСТРОЕНА ПЛОЩ 53.26 кв.м; ГОДИНА НА СТРОИТЕЛСТВО: 2019 г.; ИЗЛОЖЕНИЕ: изток, север; СПАЛНИ: 1; БАНИ: 1; ДОГРАМА: PVC_________________________________________________________________________________________________Към потенциалните продавачи! Ако продавате подобен имот или обмисляте дали да го направите в близко бъдеще, моля свържете се с мен. Имам клиенти, които търсят в района. Мога да дам ориентировъчна цена по телефон или имейл и по-точна цена при оглед на място.ОГЛЕДЪТ И КОНСУЛТАЦИЯТА СА БЕЗПЛАТНИ.МОЖЕТЕ СЪЩО ТАКА, ДА ПОДАДЕТЕ И БЕЗПЛАТНА ЧАСТНА ОБЯВА ЗА ПРОДАЖБА НА ВАШИЯ ИМОТ В MIRELA.BG, БЕЗ БРОКЕР И КОМИСИОНА. Виж по-малко... Виж повече","60ebb2f5a0fcc4c634417f67826a45803da8fb383d8c16a1119d8f559b6d7e41",196500,EUR,64,3070.31,Център,2023-11-12 20:09:08.000,"Софийска математическа гимназия, бул. Княз Александър Дондуков, бул. Васил Левски"
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169596852426787,град София,Център,"3-СТАЕН","Агенция за недвижими имоти Калиста Естейт предлага на Вашето внимание тристаен апартамент за продажба с локация Център - ЦУМ. Разположен е в близост до парк, спирки на градски транспорт, хранителни магазини, училища и други.  Имотът е ситуиран на 2-ри жилищен етаж и разполага с РЗП - 100кв.м, разгърнати в следното разпределение: входно антре, кухненски бокс с хол и трапезария, две спални, баня с тоалетна и тераса ; ЗП - 100кв.м . Отоплението е на ТЕЦ. Жилището се предлага полуобзаведено за новите си собственици, които могат да го превърнат в своя дом мечта спрямо техните предпочитания. Апартаментът е подходящ за живеене или инвестиция. При интерес към тази оферта или други може да направите напълно безплатна консултация, като се свържете с нас на посочения телефонен номер или да ни пишете на [email protected]. Реф.номер:48768","5cf938488977f2984a3922cbff65ae75995a5fc023aa8345d15dfa630202a6f5",360000,EUR,100,3600.00,Център,2023-11-12 20:12:43.000,""
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169381020831329,град София,Център,"3-СТАЕН","Unique Estates представя на Вашето внимание стилен апартамент с две спални, красиви панорамни гледки и топ локация.Имотът се намира на бул.  Витоша , на пети етаж в сграда с добре поддържани общи части, в близост до НДК, главни булеварди, административни, културни и шопинг центрове.Апартаментът е много светъл и просторен, с функционално разпределение, високи тавани и красиви гледки към бул.  Витоша  и Витоша планина.Имотът се прeдлага изцяло завършен, реновиран с качествени материали и е стилно обзаведен.Налични са мазе с площ 5.50кв.м. и таван 15.60 кв.м.Идеални части от парцела. Апартаментът е с площ от 144 кв.м. и се състои от: просторна дневна с кухня, трапезария и балкон с красива панорамна гледка, уютна спалня с баня и WC, втора спалня, втора баня с WC.Таван - 15,60 кв.м.Мазе - 5,50 кв.м.Идеални части от парцела.  Ref. ID:20999",cbbf623a2e83c126024f82e23d92a3469d0d61bc911040e0dc0ebc982937cf5a,420000,EUR,114,3684.21,Център,2023-11-12 20:09:54.000,"бул. Витоша, НДК"
