ad,word,tag
1b168908201358919,разположена,O
1b168908201358919,в,O
1b168908201358919,широкия,O
1b168908201358919,Център,B-LOC
1b168908201358919,на,O
1b168908201358919,града,O
1b168908201358919,.,O
1b168908201358919,Локацията,O
1b168908201358919,предлага,O
1b168908201358919,",",O
1b168908201358919,близост,O
1b168908201358919,до,O
1b168908201358919,метростанция,O
1b168908201358919,и,O
1b168908201358919,всички,O
1b168908201358919,удобства,O
1b168908201358919,ползващи,O
1b168908201358919,се,O
1b168908201358919,в,O
1b168908201358919,кв,O
1b168908201358919,.,O
1b168908201358919,Център,B-LOC
1b168908201358919,.,O
1b168908201358919,Новострояща,O
1b168908201358919,се,O
1b168908201358919,осеметажна,O
1b168908201358919,тухлена,O
1b168908201358919,сграда,O
1b168908201358919,.,O
1b168908201358919,Състои,O
1b168908201358919,се,O
1b168908201358919,от,O
1b168908201358919,едно,O
1b168908201358919,подземно,O
1b168908201358919,ниво,O
1b168908201358919,",",O
1b168908201358919,отредено,O
1b168908201358919,за,O
1b168908201358919,паркинг,O
1b168908201358919,с,O
1b168908201358919,паркоместа,O
1b168908201358919,",",O
1b168908201358919,гаражи,O
1b168908201358919,и,O
1b168908201358919,мазета,O
1b167284276499238,Продава,O
1b167284276499238,апартамент,O
1b167284276499238,на,O
1b167284276499238,ул,O
1b167284276499238,.,B-FAC
1b167284276499238,Кърниградска,I-FAC
1b167284276499238,.,O
1b167284276499238,'Рея,O
1b167284276499238,Интернешънъл',O
1b167284276499238,ексклузивно,O
1b167284276499238,предлага,O
1b167284276499238,за,O
1b167284276499238,продажба,O
1b167284276499238,",",O
1b167284276499238,изключителни,O
1b167284276499238,апартаменти,O
1b167284276499238,в,O
1b167284276499238,нова,O
1b167284276499238,сграда,O
1b167284276499238,",",O
1b167284276499238,в,O
1b167284276499238,сърцето,O
1b167284276499238,на,O
1b167284276499238,града,O
1b167284276499238,и,O
1b167284276499238,в,O
1b167284276499238,близост,O
1b167284276499238,до,O
1b167284276499238,ул,O
1b167284276499238,.,B-FAC
1b167284276499238,Кърниградска,I-FAC
1b167284276499238,.,O
1b167284276499238,Елитният,O
1b167284276499238,имот,O
1b167284276499238,се,O
1b167284276499238,намира,O
1b167284276499238,в,O
1b167284276499238,центъра,O
1b167284276499238,на,O
1b167284276499238,града,O
1b167284276499238,",",O
1b167284276499238,в,O
1b167284276499238,близост,O
1b167284276499238,до,O
1b167284276499238,ул,O
1b167284276499238,.,O
1b167284276499238,Кърниградска,B-FAC
1b167284276499238,и,O
1b167284276499238,Витошка,B-GPE
1b167284276499238,",",O
1b167284276499238,като,O
1b167284276499238,предлага,O
1b167284276499238,отлични,O
1b167284276499238,условия,O
1b167284276499238,за,O
1b167284276499238,луксозен,O
1b167284276499238,стил,O
1b167284276499238,на,O
1b167284276499238,живот,O
1b167284276499238,.,O
1b167284276499238,Сградата,O
1b167284276499238,се,O
1b167284276499238,характеризира,O
1b167284276499238,с,O
1b167284276499238,висок,O
1b167284276499238,стандарт,O
1b167284276499238,",",O
1b167284276499238,спокойствие,O
1b167284276499238,и,O
1b167284276499238,отлична,O
1b167284276499238,локация,O
1b167284276499238,.,O
1b167284276499238,Апартаментът,O
1b167284276499238,се,O
1b167284276499238,състои,O
1b167284276499238,от,O
1b167284276499238,дневна,O
1b167284276499238,и,O
1b167284276499238,кухненски,O
1b167284276499238,бокс,O
1b167284276499238,;,O
1b167284276499238,спалня,O
1b167284276499238,;,O
1b167284276499238,баня,O
1b167284276499238,и,O
1b167284276499238,тоалетна,O
1b167284276499238,;,O
1b167284276499238,склад,O
1b167284276499238,(,O
1b167284276499238,мокро,O
1b167284276499238,помещение,O
1b167284276499238,),O
1b167284276499238,;,O
1b167284276499238,две,B-CARDINAL
1b167284276499238,те,O
1b168864934349787,Продава,O
1b168864934349787,апартамент,O
1b168864934349787,в,O
1b168864934349787,Център,B-GPE
1b168864934349787,.,O
1b168864934349787,Двустаен,O
1b168864934349787,апартамент,O
1b168864934349787,със,O
1b168864934349787,застроена,O
1b168864934349787,площ,O
1b168864934349787,от,O
1b168864934349787,63,B-QUANTITY
1b168864934349787,кв,I-QUANTITY
1b168864934349787,.,I-QUANTITY
1b168864934349787,м,I-QUANTITY
1b168864934349787,.,O
1b168864934349787,Състои,O
1b168864934349787,се,O
1b168864934349787,от,O
1b168864934349787,:,O
1b168864934349787,антре,O
1b168864934349787,",",O
1b168864934349787,дневна,O
1b168864934349787,с,O
1b168864934349787,кухненски,O
1b168864934349787,бокс,O
1b168864934349787,",",O
1b168864934349787,спалня,O
1b168864934349787,;,O
1b168864934349787,баня,O
1b168864934349787,с,O
1b168864934349787,тоалетна,O
1b168864934349787,и,O
1b168864934349787,тераса,O
1b168864934349787,.,O
1b168864934349787,Гъвкави,O
1b168864934349787,схеми,O
1b168864934349787,на,O
1b168864934349787,плащане,O
1b168864934349787,.,O
1b168864934349787,В,O
1b168864934349787,близост,O
1b168864934349787,до,O
1b168864934349787,метростанция,O
1b168864934349787,.,O
1b168864934349787,Проектирана,O
1b168864934349787,е,O
1b168864934349787,с,O
1b168864934349787,функционални,O
1b168864934349787,двустайни,O
1b168864934349787,и,O
1b168864934349787,тристайни,B-CARDINAL
1b168864934349787,апартаменти,O
1b168864934349787,.,O
1b168864934349787,Изложение,O
1b168864934349787,на,O
1b168864934349787,жилищата,O
1b168864934349787,:,O
1b168864934349787,запад,O
1b168864934349787,/,O
1b168864934349787,изток,O
1b168864934349787,.,O
1b168864934349787,Хидравличен,O
1b168864934349787,пътнически,O
1b168864934349787,асансьор,O
1b168864934349787,KONE,O
1b168864934349787,.,O
1b168864934349787,Двуцветна,O
1b168864934349787,трикамерна,O
1b168864934349787,ПВЦ,O
1b168864934349787,дограма,O
1b168864934349787,с,O
1b168864934349787,троен,O
1b168864934349787,стъклопакет,O
1b168864934349787,/,O
1b168864934349787,Четири,B-DATE
1b168864934349787,сезона,I-DATE
1b168864934349787,и,O
1b168864934349787,к,O
1b168864934349787,-,O
1b168864934349787,емисионно,O
1b168864934349787,стъкло,O
1b168864934349787,/,O
1b168864934349787,.,O
1b168864934349787,Отопление,O
1b168864934349787,и,O
1b168864934349787,топла,O
1b168864934349787,вода,O
1b168864934349787,на,O
1b168864934349787,ТЕЦ,O
1b168864934349787,с,O
1b168864934349787,монтирани,O
1b168864934349787,разводки,O
1b168864934349787,за,O
1b168864934349787,климатици,O
1b168864934349787,в,O
1b168864934349787,дн,O
1b169330871397766,Продава,O
1b169330871397766,апартамент,O
1b169330871397766,в,O
1b169330871397766,Център,B-FAC
1b169330871397766,.,O
1b169330871397766,Отлично,O
1b169330871397766,местоположение,O
1b169330871397766,:,O
1b169330871397766,район,O
1b169330871397766,Оборище,B-LOC
1b169330871397766,",",O
1b169330871397766,до,O
1b169330871397766,ул,O
1b169330871397766,.,B-FAC
1b169330871397766,Стара,I-FAC
1b169330871397766,планина,I-FAC
1b169330871397766,",",O
1b169330871397766,на,O
1b169330871397766,тихо,O
1b169330871397766,и,O
1b169330871397766,комуникативно,O
1b169330871397766,място,O
1b169330871397766,",",O
1b169330871397766,в,O
1b169330871397766,близост,O
1b169330871397766,до,O
1b169330871397766,Парк,B-FAC
1b169330871397766,Заимов,I-FAC
1b169330871397766,.,O
1b169330871397766,Нова,O
1b169330871397766,тухлена,O
1b169330871397766,сграда,O
1b169330871397766,от,O
1b169330871397766,2004г,B-DATE
1b169330871397766,",",O
1b169330871397766,с,O
1b169330871397766,външна,O
1b169330871397766,топлоизолация,O
1b169330871397766,.,O
1b169330871397766,Апартаментът,O
1b169330871397766,е,O
1b169330871397766,със,O
1b169330871397766,застроена,O
1b169330871397766,площ,O
1b169330871397766,-,O
1b169330871397766,68,B-QUANTITY
1b169330871397766,",",I-QUANTITY
1b169330871397766,10,B-QUANTITY
1b169330871397766,кв,I-QUANTITY
1b169330871397766,.,I-QUANTITY
1b169330871397766,м,I-QUANTITY
1b169330871397766,.,I-QUANTITY
1b169330871397766,;,O
1b169330871397766,Мазе,O
1b169330871397766,3,B-QUANTITY
1b169330871397766,",",I-QUANTITY
1b169330871397766,9кв,I-QUANTITY
1b169330871397766,.,I-QUANTITY
1b169330871397766,м,I-QUANTITY
1b169330871397766,.,I-QUANTITY
1b169330871397766,.,O
1b169330871397766,Разпределение,O
1b169330871397766,:,O
1b169330871397766,среден,O
1b169330871397766,",",O
1b169330871397766,непреходен,O
1b169330871397766,:,O
1b169330871397766,коридор,O
1b169330871397766,с,O
1b169330871397766,поръчкови,O
1b169330871397766,вградени,O
1b169330871397766,гардероби,O
1b169330871397766,",",O
1b169330871397766,просторна,O
1b169330871397766,дневна,O
1b169330871397766,с,O
1b169330871397766,кухненски,O
1b169330871397766,бокс,O
1b169330871397766,с,O
1b169330871397766,вградена,O
1b169330871397766,кухня,O
1b169330871397766,",",O
1b169330871397766,спалня,O
1b169330871397766,-,O
1b169330871397766,12кв,B-QUANTITY
1b169330871397766,.,I-QUANTITY
1b169330871397766,м,I-QUANTITY
1b169330871397766,.,I-QUANTITY
1b169330871397766,",",O
1b169330871397766,тераса,O
1b169330871397766,пред,O
1b169330871397766,двете,O
1b169330871397766,стаи,O
1b169330871397766,",",O
1b169330871397766,баня,O
1b169330871397766,с,O
1b169330871397766,тоалетна,O
1b169330871397766,",",O
1b169330871397766,с,O
1b169330871397766,подови,O
1b169330871397766,настилки,O
1b169330871397766,-,O
1b169330871397766,ламиниран,O
1b169330871397766,паркет,O
1b169330871397766,",",O
1b169330871397766,ПВЦ,O
1b169330871397766,дограма,O
1b169330871397766,.,O
1b169330871397766,Необзаведен,O
1b167895523506679,Продава,O
1b167895523506679,апартамент,O
1b167895523506679,в,O
1b167895523506679,Център,B-FAC
1b167895523506679,.,O
1b167895523506679,Имоти,O
1b167895523506679,Премиер,O
1b167895523506679,представя,O
1b167895523506679,на,O
1b167895523506679,Вашето,O
1b167895523506679,внимание,O
1b167895523506679,тристаен,B-CARDINAL
1b167895523506679,апартамент,O
1b167895523506679,в,O
1b167895523506679,района,O
1b167895523506679,на,O
1b167895523506679,кв,O
1b167895523506679,.,O
1b167895523506679,Център,B-LOC
1b167895523506679,.,O
1b167895523506679,Жилището,O
1b167895523506679,се,O
1b167895523506679,намира,O
1b167895523506679,в,O
1b167895523506679,новострояща,O
1b167895523506679,се,O
1b167895523506679,сграда,O
1b167895523506679,в,O
1b167895523506679,центъра,O
1b167895523506679,на,O
1b167895523506679,София,B-GPE
1b167895523506679,-,O
1b167895523506679,ул,O
1b167895523506679,.,B-FAC
1b167895523506679,Тимок,I-FAC
1b167895523506679,.,O
1b167895523506679,Строителство,O
1b167895523506679,отговарящо,O
1b167895523506679,на,O
1b167895523506679,най,O
1b167895523506679,-,O
1b167895523506679,високите,O
1b167895523506679,стандарти,O
1b167895523506679,-,O
1b167895523506679,Енергоефективност,O
1b167895523506679,клас,O
1b167895523506679,'А',O
1b167895523506679,",",O
1b167895523506679,вентилируема,O
1b167895523506679,фасада,O
1b167895523506679,",",O
1b167895523506679,топлоизолация,O
1b167895523506679,от,O
1b167895523506679,каменна,O
1b167895523506679,вата,O
1b167895523506679,",",O
1b167895523506679,висок,O
1b167895523506679,клас,O
1b167895523506679,дограма,O
1b167895523506679,.,O
1b167895523506679,Сградата,O
1b167895523506679,разполага,O
1b167895523506679,с,O
1b167895523506679,6,B-CARDINAL
1b167895523506679,жилищни,O
1b167895523506679,етажа,O
1b167895523506679,с,O
1b167895523506679,по,B-CARDINAL
1b167895523506679,два,B-CARDINAL
1b167895523506679,апартамента,O
1b167895523506679,на,O
1b167895523506679,етаж,O
1b167895523506679,",",O
1b167895523506679,партерен,O
1b167895523506679,етаж,O
1b167895523506679,и,O
1b167895523506679,сутерен,O
1b167895523506679,с,O
1b167895523506679,паркоместа,O
1b167895523506679,и,O
1b167895523506679,гаражи,O
1b167895523506679,.,O
1b167895523506679,Отопление,O
1b167895523506679,-,O
1b167895523506679,Електричество,O
1b167895523506679,.,O
1b167895523506679,Към,O
1b167895523506679,момента,O
1b167895523506679,има,O
1b167895523506679,свободни,O
1b167895523506679,два,B-CARDINAL
1b167895523506679,двуста,O
1b168386787713913,Продава,O
1b168386787713913,апартамент,O
1b168386787713913,на,O
1b168386787713913,ул,O
1b168386787713913,.,B-FAC
1b168386787713913,Княз,I-FAC
1b168386787713913,Борис,I-FAC
1b168386787713913,I,I-FAC
1b168386787713913,.,O
1b168386787713913,УНИКАЛНА,O
1b168386787713913,ПАНОРАМА,O
1b168386787713913,!,O
1b168386787713913,!,O
1b168386787713913,!,O
1b168386787713913,Имоти,O
1b168386787713913,ООД,O
1b168386787713913,представя,O
1b168386787713913,на,O
1b168386787713913,Вашето,O
1b168386787713913,внимание,O
1b168386787713913,2,B-CARDINAL
1b168386787713913,стаен,O
1b168386787713913,апартамент,O
1b168386787713913,",",O
1b168386787713913,находящ,O
1b168386787713913,се,O
1b168386787713913,на,O
1b168386787713913,комуникативно,O
1b168386787713913,",",O
1b168386787713913,но,O
1b168386787713913,същевременно,O
1b168386787713913,тихо,O
1b168386787713913,място,O
1b168386787713913,",",O
1b168386787713913,в,O
1b168386787713913,близост,O
1b168386787713913,до,O
1b168386787713913,централна,O
1b168386787713913,автогара,O
1b168386787713913,.,O
1b168386787713913,Апартаментът,O
1b168386787713913,е,O
1b168386787713913,с,O
1b168386787713913,ЧЖП,O
1b168386787713913,60,B-QUANTITY
1b168386787713913,кв,I-QUANTITY
1b168386787713913,.,I-QUANTITY
1b168386787713913,м,I-QUANTITY
1b168386787713913,",",O
1b168386787713913,има,O
1b168386787713913,12,B-QUANTITY
1b168386787713913,кв,I-QUANTITY
1b168386787713913,.,I-QUANTITY
1b168386787713913,м,I-QUANTITY
1b168386787713913,остъклена,O
1b168386787713913,тераса,O
1b168386787713913,пред,O
1b168386787713913,всички,O
1b168386787713913,стаи,O
1b168386787713913,и,O
1b168386787713913,таванско,O
1b168386787713913,помещение,O
1b168386787713913,от,O
1b168386787713913,10,B-QUANTITY
1b168386787713913,кв,I-QUANTITY
1b168386787713913,.,I-QUANTITY
1b168386787713913,м,I-QUANTITY
1b168386787713913,.,O
1b168386787713913,Състои,O
1b168386787713913,се,O
1b168386787713913,от,O
1b168386787713913,широк,O
1b168386787713913,коридор,O
1b168386787713913,",",O
1b168386787713913,отделна,O
1b168386787713913,кухня,O
1b168386787713913,",",O
1b168386787713913,хол,O
1b168386787713913,и,O
1b168386787713913,преходна,O
1b168386787713913,спалня,O
1b168386787713913,",",O
1b168386787713913,баня,O
1b168386787713913,с,O
1b168386787713913,тоалетна,O
1b168386787713913,.,O
1b168386787713913,Настилките,O
1b168386787713913,в,O
1b168386787713913,стаите,O
1b168386787713913,са,O
1b168386787713913,естествен,O
1b168386787713913,паркет,O
1b168386787713913,",",O
1b168386787713913,а,O
1b168386787713913,в,O
1b168386787713913,кухнята,O
1b168386787713913,и,O
1b168386787713913,коридора,O
1b168386787713913,теракот,O
1b168386787713913,.,O
1b168386787713913,Стените,O
1b168386787713913,са,O
1b168386787713913,боядисани,O
1b168386787713913,с,O
1b168386787713913,висококаче,O
1b169494274680156,Продава,O
1b169494274680156,апартамент,O
1b169494274680156,на,O
1b169494274680156,ул,O
1b169494274680156,.,B-FAC
1b169494274680156,Козлодуй,I-FAC
1b169494274680156,.,O
1b169494274680156,Агенцията,O
1b169494274680156,предлага,O
1b169494274680156,апартамент,O
1b169494274680156,в,O
1b169494274680156,центъра,O
1b169494274680156,на,O
1b169494274680156,София,B-GPE
1b169494274680156,.,O
1b169494274680156,Жилището,O
1b169494274680156,е,O
1b169494274680156,след,O
1b169494274680156,основен,O
1b169494274680156,ремонт,O
1b169494274680156,.,O
1b169494274680156,Сменено,O
1b169494274680156,ВиК,B-ORG
1b169494274680156,",",O
1b169494274680156,цялата,O
1b169494274680156,ел,O
1b169494274680156,.,O
1b169494274680156,инсталация,O
1b169494274680156,",",O
1b169494274680156,нова,O
1b169494274680156,мазилка,O
1b169494274680156,",",O
1b169494274680156,нова,O
1b169494274680156,подова,O
1b169494274680156,настилка,O
1b169494274680156,",",O
1b169494274680156,нови,O
1b169494274680156,врати,O
1b169494274680156,",",O
1b169494274680156,дограма,O
1b169494274680156,.,O
1b169494274680156,.,O
1b169494274680156,.,O
1b169494274680156,Намира,O
1b169494274680156,се,O
1b169494274680156,на,O
1b169494274680156,ул,O
1b169494274680156,.,O
1b169494274680156,Козлодуй,B-FAC
1b169494274680156,и,O
1b169494274680156,Раковска,B-GPE
1b169494274680156,.,O
1b169494274680156,За,O
1b169494274680156,повече,O
1b169494274680156,информация,O
1b169494274680156,Антонов,B-PERSON
1b169494274680156,.,O
1b167621025314442,Продава,O
1b167621025314442,апартамент,O
1b167621025314442,в,O
1b167621025314442,Център,B-FAC
1b167621025314442,.,O
1b167621025314442,Продава,O
1b167621025314442,двустаен,O
1b167621025314442,апартамент,O
1b167621025314442,в,O
1b167621025314442,новопостроена,O
1b167621025314442,сграда,O
1b167621025314442,в,O
1b167621025314442,сърцето,O
1b167621025314442,на,O
1b167621025314442,административния,O
1b167621025314442,",",O
1b167621025314442,архитектурен,O
1b167621025314442,и,O
1b167621025314442,културен,O
1b167621025314442,център,O
1b167621025314442,на,O
1b167621025314442,София,B-GPE
1b167621025314442,на,O
1b167621025314442,метри,O
1b167621025314442,от,O
1b167621025314442,Президентство,B-ORG
1b167621025314442,и,O
1b167621025314442,Министерски,B-ORG
1b167621025314442,съвет,I-ORG
1b167621025314442,.,O
1b167621025314442,Жилището,O
1b167621025314442,се,O
1b167621025314442,намира,O
1b167621025314442,в,O
1b167621025314442,малка,O
1b167621025314442,луксозна,O
1b167621025314442,сграда,O
1b167621025314442,с,O
1b167621025314442,18,B-CARDINAL
1b167621025314442,апартамента,O
1b167621025314442,част,O
1b167621025314442,от,O
1b167621025314442,които,O
1b167621025314442,вече,O
1b167621025314442,са,O
1b167621025314442,продадени,O
1b167621025314442,.,O
1b167621025314442,Сградата,O
1b167621025314442,е,O
1b167621025314442,с,O
1b167621025314442,взет,O
1b167621025314442,акт,O
1b167621025314442,14,B-CARDINAL
1b167621025314442,",",O
1b167621025314442,предстоящ,O
1b167621025314442,акт,O
1b167621025314442,15,B-CARDINAL
1b167621025314442,до,O
1b167621025314442,края,B-DATE
1b167621025314442,на,I-DATE
1b167621025314442,месец,I-DATE
1b167621025314442,март,I-DATE
1b167621025314442,",",O
1b167621025314442,а,O
1b167621025314442,очакван,O
1b167621025314442,срок,O
1b167621025314442,за,O
1b167621025314442,акт,O
1b167621025314442,16,B-CARDINAL
1b167621025314442,-,O
1b167621025314442,разрешение,O
1b167621025314442,за,O
1b167621025314442,ползване,O
1b167621025314442,до,O
1b167621025314442,началото,B-DATE
1b167621025314442,на,I-DATE
1b167621025314442,лятото,I-DATE
1b167621025314442,на,I-DATE
1b167621025314442,2023г,I-DATE
1b167621025314442,.,O
1b167621025314442,Жилището,O
1b167621025314442,се,O
1b167621025314442,състои,O
1b167621025314442,от,O
1b167621025314442,дневна,O
1b167621025314442,с,O
1b167621025314442,кухненски,O
1b167621025314442,бокс,O
1b167621025314442,",",O
1b167621025314442,спалня,O
1b167621025314442,",",O
1b167621025314442,баня,O
1b167621025314442,с,O
1b167621025314442,WC,O
1b167621025314442,",",O
1b167621025314442,коридор,O
1b167621025314442,и,O
1b167835326365165,Продава,O
1b167835326365165,апартамент,O
1b167835326365165,в,O
1b167835326365165,Център,B-ORG
1b167835326365165,.,O
1b167835326365165,Компания,O
1b167835326365165,`,O
1b167835326365165,ЕКС,B-ORG
1b167835326365165,`,I-ORG
1b167835326365165,представя,O
1b167835326365165,на,O
1b167835326365165,Вашето,O
1b167835326365165,внимание,O
1b167835326365165,обзаведен,O
1b167835326365165,",",O
1b167835326365165,двустаен,O
1b167835326365165,апартамент,O
1b167835326365165,в,O
1b167835326365165,центъра,O
1b167835326365165,на,O
1b167835326365165,гр,B-GPE
1b167835326365165,.,O
1b167835326365165,София,B-GPE
1b167835326365165,.,O
1b167835326365165,МЕСТОПОЛОЖЕНИЕ,O
1b167835326365165,:,O
1b167835326365165,В,O
1b167835326365165,близост,O
1b167835326365165,до,O
1b167835326365165,метростанция,O
1b167835326365165,",",O
1b167835326365165,магазини,O
1b167835326365165,за,O
1b167835326365165,хранителни,O
1b167835326365165,стоки,O
1b167835326365165,",",O
1b167835326365165,детска,O
1b167835326365165,градина,O
1b167835326365165,",",O
1b167835326365165,училище,O
1b167835326365165,",",O
1b167835326365165,спирка,O
1b167835326365165,на,O
1b167835326365165,градски,O
1b167835326365165,транспорт,O
1b167835326365165,",",O
1b167835326365165,основни,O
1b167835326365165,пътни,O
1b167835326365165,артерии,O
1b167835326365165,.,O
1b167835326365165,СТРОИТЕЛСТВО,O
1b167835326365165,:,O
1b167835326365165,Апартаментът,O
1b167835326365165,се,O
1b167835326365165,намира,O
1b167835326365165,на,O
1b167835326365165,на,O
1b167835326365165,4,B-CARDINAL
1b167835326365165,-,O
1b167835326365165,ти,O
1b167835326365165,етаж,O
1b167835326365165,в,O
1b167835326365165,тухлена,O
1b167835326365165,сграда,O
1b167835326365165,от,O
1b167835326365165,2005,B-DATE
1b167835326365165,г,I-DATE
1b167835326365165,.,O
1b167835326365165,РАЗПРЕДЕЛЕНИЕ,O
1b167835326365165,:,O
1b167835326365165,Жилището,O
1b167835326365165,разполага,O
1b167835326365165,с,O
1b167835326365165,площ,O
1b167835326365165,от,O
1b167835326365165,55,B-QUANTITY
1b167835326365165,кв,I-QUANTITY
1b167835326365165,.,I-QUANTITY
1b167835326365165,м,I-QUANTITY
1b167835326365165,.,O
1b167835326365165,разпределена,O
1b167835326365165,във,O
1b167835326365165,входно,O
1b167835326365165,антре,O
1b167835326365165,",",O
1b167835326365165,дневна,O
1b167835326365165,с,O
1b167835326365165,трапезария,O
1b167835326365165,и,O
1b167835326365165,кухненски,O
1b167835326365165,бокс,O
1b167835326365165,",",O
1b167835326365165,спалня,O
1b167835326365165,",",O
1b167835326365165,баня,O
1b167835326365165,с,O
1b167835326365165,тоалетна,O
1b167835326365165,и,O
1b167835326365165,тераса,O
1b167835326365165,.,O
1b167835326365165,К,O
1b169625267194762,Продава,O
1b169625267194762,апартамент,O
1b169625267194762,в,O
1b169625267194762,Център,B-GPE
1b169625267194762,.,O
1b169625267194762,ИРИДА,O
1b169625267194762,НЕДВИЖИМИ,O
1b169625267194762,ИМОТИ,O
1b169625267194762,Ви,O
1b169625267194762,предлага,O
1b169625267194762,за,O
1b169625267194762,продажба,O
1b169625267194762,ремонтиран,O
1b169625267194762,двустаен,O
1b169625267194762,апартамент,O
1b169625267194762,в,O
1b169625267194762,Центъра,B-GPE
1b169625267194762,!,O
1b169625267194762,ДО,O
1b169625267194762,СМГ,O
1b169625267194762,!,O
1b169625267194762,!,O
